ulasan,makanan,minuman,pelayanan,tempat,harga
"
Gile... Byk beud yg ngamen...  ",Netral,Netral,Netral,Negatif,Netral
"
Hangout dgn harga murah meriah  ",Netral,Netral,Netral,Netral,Positif
"
Harga gak juh beda sama iwan , agam , dll...Rasa juga 11-12.  ",Netral,Netral,Netral,Netral,Positif
"
Harga makanannya standard,tampatnya nyaman, rasa makanan ya juga lumayan  ",Positif,Netral,Netral,Positif,Netral
"
Harga makanannya terjangkau  ",Netral,Netral,Netral,Netral,Positif
"
Harganya terjangkau  ",Netral,Netral,Netral,Netral,Positif
"
Indomie balagdesh nya enak loh . Mie Aceh nya juga mantap terbilang terjangkau juga harganya . Cuman yang buat syok harga pisang nya mahal cin 20 ribu hanya dapat 4 atau 5 potong pisang hahaha.  ",Positif,Netral,Netral,Netral,Netral
"
Indomie banglades plus poding telur nya mantepTambah pagi TST nya kental banget  ",Positif,Positif,Netral,Netral,Netral
"
Indomie bangladesh topppp markontop  ",Positif,Netral,Netral,Netral,Netral
"
Indomie enak  ",Positif,Netral,Netral,Netral,Netral
"
Indomie ny enak  ",Positif,Netral,Netral,Netral,Netral
"
Ini tuh ajib banget. Sebenernya di Agem enak tapi sumpek abis, rasa makanannya 11-12 lah kalo mau cari tempat yg luas dan udaranya gak pengap disini aja!  ",Positif,Netral,Netral,Positif,Netral
"
Jika anda² sudah lupa rasa indomie kuah, yang ada di warkop elisabeth medan, disinilah tempat yg sangat direkomendasi  ",Positif,Netral,Netral,Netral,Netral
"
Jus pinang muda mantap.khusus yg sudah dewasa.#WRP(warkop ramah tamah)Multatuli no 28 medan.  ",Netral,Positif,Netral,Netral,Netral
"
Kalo mau pesan pastikan harga atas menu yang mau dipesan karna ada beberapa menu yang harganya berbeda dari daftar menu  ",Netral,Netral,Netral,Netral,Negatif
"
Karyawannya ramah..Makanannya cepat datang..Saya dan suami suka nongkrong disini  ",Positif,Netral,Positif,Netral,Netral
"
Kopinya mantap kaleee  ",Netral,Positif,Netral,Netral,Netral
"
Kualitas makanannya baik mengingat ini cafe nongkrong.  ",Positif,Netral,Netral,Netral,Netral
"
Layanan nya baik makanan lumayan standard lah  ",Netral,Netral,Positif,Netral,Netral
"
Lokasi strategis nyaman buat t4 tongkrongan dan mkanan dan minuman jg enak..  ",Positif,Positif,Netral,Positif,Netral
"
Lumayan enak dan terjangkau. Tp mohon kebersihan sekitarnya ditingkatkan  ",Positif,Netral,Netral,Negatif,Positif
"
Lumayan enak tempatnya buat kumpul sore atau malam hari dengan teman. Makanan nya lumayan enak. Sayang tidak ada fasilitas seperti musholla. Harga terjangkau  ",Positif,Netral,Netral,Positif,Positif
"
Lumayan lah, banyak juga pilihan makanan nya.  ",Positif,Netral,Netral,Netral,Netral
"
Lumayan rasa  ",Positif,Positif,Netral,Netral,Netral
"
Lumayan santai disini. Tp yg ga suka itu skrh semakin byk pengamen, dan org yg minta2. Lama2 agak mengganggu juga.. Jd buat ga betah lama duduk disitu  ",Netral,Netral,Netral,Negatif,Netral
"
Lumayan untuk nongkrong bareng teman. Harga makanan dan minuman terjangkau  ",Positif,Positif,Netral,Netral,Positif
"
Makan mie bangladesh nikmat jg disini. tapi parkirnya ramai sekali sehingga sulit untuk diakses  ",Positif,Netral,Netral,Negatif,Netral
"
Makanan dan kopinya enak  ",Positif,Positif,Netral,Netral,Netral
"
Makanan enak ala warkop, nyantai, ga terlalu rame  ",Positif,Netral,Netral,Positif,Netral
"
Makanan enak, harga lumayan  ",Positif,Netral,Netral,Netral,Positif
"
Makanan enak, harga terjangkau... Hanya manajemennya kurang, ada menu yang kami pesan tidak datang tapi tetap di tagihkan, tetapi setelah dikomplain, mereka mengakuinya.  ",Positif,Netral,Negatif,Netral,Positif
"
Makanan murah dan enak. Penjual jg ramah. Tempat nongkrong yg cukup nyaman  ",Positif,Netral,Positif,Positif,Netral
"
Makanan n minuman sih kurang lebih sama dengan warkop lainnya, parkirannya terjaga  ",Netral,Netral,Netral,Positif,Netral
"
Makanan nya enak banyak varian , tmpt nya bersih  ",Positif,Netral,Netral,Positif,Netral
"
Makanan nya enak enak. Disediakan Lada, Garam, kecap , saos indofood di meja. Ada telur Asin juga. Abang abang nya juga Ramah. Trus peka sama pelanggan, tau aje saps nya habis dotawarin saos baru 😂😂 laris manis ya  ",Positif,Netral,Positif,Netral,Netral
"
Makanan, minuman, dan temoat nongkrong yang enak  ",Positif,Positif,Netral,Positif,Netral
"
Makanannya enak  ",Positif,Netral,Netral,Netral,Netral
"
Makanannya enak dan bermacam2, tempatnya nyaman dan bersih  ",Positif,Netral,Netral,Positif,Netral
"
Makanannya enak dan harganya normal. Cocok bangermt buat traveller yg budgetnya terbatas  ",Positif,Netral,Netral,Netral,Positif
"
Makanannya enakk, apalagi dimsumnya  ",Positif,Netral,Netral,Netral,Netral
"
Makanannya enakTapi ga tau apa yang ramah disini  ",Positif,Netral,Netral,Netral,Netral
FALSE,Positif,Netral,Netral,Netral,Netral
"
Makanannya murah meriah  ",Positif,Netral,Netral,Netral,Positif
"
Makanannya semua enak, nasi kucing, mie bangladesh, ayam penyet, jangan lupa coba ketoprak  ",Positif,Netral,Netral,Netral,Netral
"
Makannya enak dan murah  ",Positif,Netral,Netral,Netral,Positif
"
Mantap dan murah  ",Positif,Positif,Netral,Netral,Positif
"
Mantap Indomie nya  ",Positif,Netral,Netral,Netral,Netral
FALSE,Positif,Netral,Positif,Positif,Positif
"
Mantap, banyak tempat dudukny  ",Positif,Netral,Netral,Positif,Netral
"
Martabak nya enak  ",Positif,Netral,Netral,Netral,Netral
"
Menu dan pelayanan 9/9Proses penyajian 4/9  ",Positif,Positif,Netral,Negatif,Netral
"
menunya enak2..cocok untuk tempat nongkrong  ",Positif,Positif,Netral,Positif,Netral
"
Menunya lengkap  ",Netral,Positif,Netral,Netral,Netral
"
menunya mantap......  ",Positif,Positif,Netral,Netral,Netral
"
Mi instan paling oke ni.di medan salah satunya  ",Positif,Netral,Netral,Positif,Netral
"
Mie aceh ny mantappp....  ",Positif,Netral,Netral,Netral,Netral
"
mie aceh nya enak  ",Positif,Negatif,Netral,Negatif,Netral
"
Mie bangladesh nya mantapp  ",Positif,Netral,Netral,Netral,Netral
"
Mie Bangladesh nya recomended  ",Positif,Negatif,Netral,Netral,Netral
"
Mienya enak bener  ",Positif,Negatif,Netral,Netral,Netral
"
Minuman dan makanannya enak.dan tempat nya cocok untuk santai  ",Positif,Positif,Netral,Positif,Netral
"
Muraahhhhh yang pasti dan enak makan minum  ",Positif,Positif,Netral,Netral,Positif
"
Murah  ",Netral,Netral,Netral,Netral,Positif
"
Murah meriah  ",Netral,Netral,Netral,Netral,Positif
"
Murah, ramah, Cepat, nyaman utk nongkrong TSTan.  ",Netral,Netral,Positif,Positif,Positif
"
Namanya aja udah gitu,apalagi semuanya..  ",Netral,Netral,Netral,Netral,Netral
"
Nasi kucing enak  ",Positif,Netral,Netral,Netral,Netral
"
Nih buat anak anak gahol medan yang suka nongki nongki manzah dengan budget rendah yang penting kumpul dan quality timenya. Cocok ni kesini warkop nuansa Foodcourt menunya banyak agak beda dari warkop kebanyakan yang menunya paling cuma indomie goreng/kuah. Disini banyak menu dengan harga tetep murahhhh. Cocok untuk mahasiswa laya  ",Positif,Netral,Netral,Netral,Positif
"
Nyaman  ",Netral,Netral,Netral,Positif,Netral
"
Nyaman dan enak  ",Positif,Positif,Netral,Positif,Netral
"
Nyaman sih, ga tll rame, mie nya jg enak  ",Positif,Netral,Netral,Positif,Netral
"
Nyaman, makanannya lumayan enak, cuma kalo hujan bisa kacau....  ",Netral,Netral,Netral,Netral,Netral
"
Nyaman,makanannya enak  ",Positif,Netral,Netral,Positif,Netral
"
Nyaman... Wangi bunga tanjungnya khas dan semerbak  ",Netral,Netral,Netral,Positif,Netral
"
Nyobain Mie Aceh nya lumayan enak.  ",Netral,Netral,Netral,Netral,Netral
"
Oke t4 nya asyik buat nongkrong sama temen2  ",Netral,Netral,Netral,Positif,Netral
"
Paling nyaman disini dibanding tetangga  ",Netral,Netral,Netral,Positif,Netral
"
Paling top mienya  ",Positif,Netral,Netral,Netral,Netral
"
Parkir Ok, Banyak Menu  ",Netral,Positif,Netral,Positif,Netral
"
Parkir oke, menu banyak, mie Aceh nya mantapsss 👌👌  ",Positif,Positif,Positif,Netral,Netral
"
Pas buat nyantai lama. Karena tempatnya terbuka dan tidak sumpek  ",Netral,Netral,Positif,Positif,Netral
"
Pas sih murah meriah  ",Netral,Netral,Netral,Netral,Positif
"
Pelayanan bagus, pegawai ya ramah2 dan petugas parkir ya sopan semua.. Masakan juga enak loh...  ",Positif,Netral,Positif,Netral,Netral
"
Pelayanan baik  ",Netral,Netral,Positif,Netral,Netral
"
Pelayanan cepat  ",Netral,Netral,Positif,Netral,Netral
"
Pelayanan oke, harga oke.  ",Netral,Netral,Positif,Netral,Positif
"
Pelayanannya ok  ",Netral,Netral,Positif,Netral,Netral
"
Pilihan kedua setelah warkop Agam senyum, canda senyum.  ",Netral,Netral,Netral,Netral,Netral
"
Pilihan makanan dan minuman cukup banyak  ",Positif,Netral,Netral,Netral,Netral
"
Pilihan menu banyak dan rasa yang paten  ",Positif,Positif,Netral,Netral,Netral
"
Pokoknya oke lah..  ",Netral,Netral,Netral,Netral,Netral
"
ramah cepat dan tepat  ",Netral,Netral,Positif,Netral,Netral
"
ramah dikantong  ",Netral,Netral,Netral,Netral,Positif
"
Ramah menu yang ditawarkan enak dan harga pasti terjangkau  ",Positif,Positif,Positif,Netral,Positif
"
Rame terus  ",Positif,Positif,Netral,Netral,Netral
"
Rasa makanan nya luar biasa enak, Bakmie Bangladesh & Mie Acehnya juara bangettt  ",Positif,Netral,Netral,Netral,Netral
"
Rasa standar seperti warkop pada umumnya  ",Netral,Netral,Netral,Netral,Netral
"
Rasanya pas tidak seperti mie aceh lainnya yg trlalu kuat rqsa bumbunya.  ",Positif,Netral,Netral,Netral,Netral
"
Recomended lah pokoknya.  ",Netral,Netral,Netral,Netral,Netral
"
Salah satu tempat mantap lh buat TST...  ",Netral,Netral,Positif,Positif,Netral
"
Salah satu warkop di kota medan yang dapat melakukan nobar bola dan makanannya enak dan pastinya harga sangat terjangkau  ",Positif,Netral,Netral,Netral,Positif
"
Saya suka sekali main ksini.. warkop ini tentunya tempat tongkrongan yg positif kok.. selain makanan nya yg enak harga juga terjangkau kok.. apalagi indomie bangladesh makanan favorit saya ehehe bisa buat ngumpul bareng temen"" loh.. bareng keluarga juga boleh..  ",Positif,Netral,Netral,Positif,Positif
"
Sebenarnya makanan disini enak"" tapi tepat duduknya nih yang kurang. Apalagi kalau udah hujan. Bakalan ada yg basah. Saran sih fasilitas nya diperbaiki  ",Positif,Netral,Netral,Negatif,Netral
"
Sedap lah  ",Positif,Positif,Netral,Netral,Netral
"
Sepertinya saya sangat suka dengan minuman TST disini baru pertama coba pengen langganan terusssss,tapi untuk menu makanan dan minuman yang lain juga enak yaa bosku  ",Positif,Positif,Netral,Netral,Netral
"
Sering banget nongkrong disini bareng cowok. Paling suka mi bangladess mantulll  ",Positif,Netral,Netral,Positif,Netral
"
Sesuai dengan namanya. Staffnya memang ramah dan banyak orang yg berkunjung. Makanannya juga enak-enak cuma sayangnya porsi untuk dessert nya dikit :(  ",Positif,Netral,Positif,Netral,Netral
"
Sesuai dg nama... Memang ramah  ",Netral,Netral,Positif,Netral,Netral
"
Sesuai nama, ramah tamah teman teman semua nya. tempat tidak panas seperti warkop lainnya. Nyaman maupun bawa anak ya teman teman sekalian. Ada WiFi juga disini ya teman FB teman sekalian. Uuuhhhh manjaaaa  ",Netral,Netral,Positif,Positif,Netral
"
Sudah sering kesini sejak awal² kuliah bareng teman. Enak buat nongkrong  ",Netral,Netral,Netral,Positif,Netral
"
T4nya rame, hanya nasi goreng kurang enak  ",Negatif,Netral,Netral,Netral,Netral
"
Tempat asik untuk nongkrong, makanannya enak2  ",Positif,Netral,Netral,Positif,Netral
"
Tempat bersih makanan lumayan  ",Netral,Netral,Netral,Positif,Netral
"
Tempat ini menyediakan makanan mie instan dengan tambahan bumbu2 yang menggugah selera, harha di tempat ini bisa dikatakan cukup bersahabat untuk kalangan mahasiswa  ",Positif,Netral,Netral,Netral,Positif
"
Tempat kurang bersih, makanan cukup bagus.  ",Netral,Netral,Netral,Negatif,Netral
"
Tempat luas, harga makanan terjangkau, ada toilet nyaa jugaa.  ",Netral,Netral,Netral,Positif,Positif
"
Tempat makan dan nongkrong yg cukup ramai  ",Netral,Netral,Netral,Netral,Netral
"
Tempat makan indomie. 12-15 ribuan  ",Netral,Netral,Netral,Netral,Netral
"
Tempat makan mie andalan saya. Rasa mie nya tidak di ragukan lagi. Ditambah minumannya, saya paling suka tst teh susu telur  ",Positif,Positif,Netral,Netral,Netral
"
Tempat makan minum sambil ngobrol..  ",Positif,Positif,Netral,Positif,Netral
"
Tempat makan minum untuk yg lowbudget  ",Netral,Netral,Netral,Netral,Positif
"
Tempat merakyat  ",Netral,Netral,Netral,Positif,Netral
"
Tempat ngumpul dan mengobrol sambil menikmati hidangan yg murah dan meriah  ",Netral,Netral,Netral,Positif,Positif
"
Tempat nongki asik kota medan  ",Netral,Netral,Netral,Positif,Netral
"
Tempat nongkrong bareng teman yang favorit  ",Netral,Netral,Netral,Positif,Netral
FALSE,Positif,Netral,Netral,Positif,Netral
"
Tempat nongkrong yg easy..  ",Netral,Netral,Netral,Positif,Netral
"
tempat nongkrong yg paling rame di multatuli, lengkap makanannya🤗  ",Positif,Netral,Netral,Netral,Netral
"
Tempat nongkrong yg santai  ",Netral,Netral,Netral,Positif,Netral
"
tempat nya rame di dekat multatuli makananya enak apalagi mie aceh nya insyaALLAH recomended harganya pas dikantong cocok untuk ngumpul bareng temen  ",Positif,Netral,Netral,Netral,Positif
"
Tempat nyaman dan santai  ",Netral,Netral,Netral,Positif,Netral
"
Tempat Nyaman, Makanan enak, Kru yang ramah  ",Positif,Positif,Positif,Positif,Netral
"
Tempat ok, pelayanan baik, harga mantap, tempat parkir nyaman dan jenis makanan hendaknya ditambah lagi biar afdol, sukses ya  warkop Ramah Tamah  ",Netral,Netral,Positif,Positif,Positif
"
Tempat singgah malam dikalah laper  ",Positif,Netral,Netral,Negatif,Netral
"
Tempat tongkrongan yang nyaman  ",Netral,Netral,Positif,Positif,Netral
"
Tempat wajib sepulang badminton. Enak aja gtu  ",Netral,Netral,Netral,Positif,Netral
"
Tempat yang asik buat nongkrong anak muda  ",Netral,Netral,Netral,Positif,Netral
"
Tempat yang nyaman  ",Netral,Netral,Netral,Positif,Netral
"
Tempat yg asik untuk kumpul bersama keluarga ataupun teman2 ktr dg banyak pilihan makanan  ",Positif,Netral,Netral,Positif,Netral
"
Tempat yg bagus untuk berfoto dan bercengkerama  ",Netral,Netral,Netral,Positif,Netral
FALSE,Netral,Netral,Positif,Positif,Netral
"
Tempatnya Asyik buat nongkrong  ",Netral,Netral,Netral,Positif,Netral
"
Tempatnya bagus  ",Netral,Netral,Netral,Positif,Netral
"
Tempatnya bagus, tidak terlalu bising. Makanannya jg enak  ",Positif,Netral,Netral,Positif,Netral
"
Tempatnya mantap,  gak bikin gerah,  rasanya juga enak koq...  Pokoknya rekomen la buat nongmat, alias nongkrong hemat  ",Positif,Positif,Positif,Positif,Positif
"
Tempatnya nyaman  ",Netral,Netral,Netral,Positif,Netral
"
Terang  ",Netral,Netral,Netral,Positif,Netral
"
Terjangkau  ",Netral,Netral,Netral,Netral,Positif
"
Terlalu lambat order makanan nya  ",Netral,Netral,Negatif,Netral,Netral
"
Tersedia menu cocok dgn seleraku..  ",Positif,Positif,Positif,Netral,Netral
"
Tidak meninggalkan kesan di lidah.Kentang goreng lebih mahal dari mie goreng Bangla. Gak cocok  ",Negatif,Netral,Netral,Netral,Negatif
"
Tidak terlalu ramai dan sumpek  ",Netral,Netral,Netral,Negatif,Netral
"
Tmpt yg bisa santai di malam hari ketika bosen di mall dan cafe  ",Netral,Netral,Positif,Positif,Netral
FALSE,Positif,Positif,Netral,Netral,Positif
"
Untuk santai2 sama temen2 ,, it's Ok lah !!!  ",Netral,Netral,Netral,Positif,Netral
FALSE,Netral,Netral,Positif,Positif,Netral
"
Wah.. rame betul... klik buat nongkrong  ",Netral,Netral,Positif,Positif,Netral
"
Warkop di jalan multatuli, deket starbuck multatuli.Menyediakan berbagai macam menu, ada nasi dan mie,Harga lumayan,Cocok untuk nongkrong2  ",Netral,Positif,Positif,Netral,Positif
"
Warkop enak di persimpangan h misbah  ",Positif,Netral,Netral,Netral,Netral
FALSE,Positif,Netral,Positif,Netral,Positif
"
Warkop nya bagus mudah dijangkau tempat nya..  ",Netral,Netral,Netral,Positif,Negatif
"
Warkop ramah tamah  ",Netral,Netral,Positif,Netral,Netral
"
Warkop yang bagus. Sesuai dengan namanya ramah tamah makanan minuman juga oke dan di depannya ada jualan sate juga. Hanya saja pesanan agak lama dan ruang parkir yang sempit untuk mobil sehingga memakan badan jalan. Yang lain sih oke cocok buat tongkrongan malam  ",Positif,Positif,Positif,Positif,Netral
"
Warkop yang menyediakan aneka ragam menu  ",Positif,Positif,Positif,Netral,Netral
"
Warkop yang paling nyaman dan makanannya enak², dan enggak terlalu berisik..  ",Positif,Positif,Netral,Positif,Positif
FALSE,Positif,Positif,Positif,Positif,Positif
"
Warung kopi yg nyaman dan harga jg aman..  ",Netral,Netral,Positif,Positif,Positif
"
Yang suka begadang atau susah tidur disini nongkrongnya, tempatnya nyantai  ",Netral,Netral,Netral,Positif,Netral
"
Tempat kawan lama 21 tahun yang lalu, rasa masih mantap ",Positif,Positif,Netral,Netral,Netral
"Tempat nongkrong warmindo, makanan yg terkenal adalah mi bangladesh, pengunjungnya kebanyakan anak muda, selama masa pandemi jam 9 -10 malam udah mulai dimatikan lampu dan pintu toko ditutup sebagian, tapi ajaibnya jam 11an uda buka lagi dan sudah rame lagi :D ",Netral,Netral,Positif,Netral,Netral
"
Tadi pesan soto daging sama Soo, jus. Enak juga sate kerangnya ",Positif,Positif,Netral,Netral,Netral
"
Puding telur nya asli enak.. ",Positif,Netral,Netral,Netral,Netral
"
Indomie seleraku.....enak tenan mie instant kuah gak terlalu basah dicampur telur aduk, ditambah irisan cabe hijau jadinya mantap deh ",Positif,Netral,Netral,Netral,Netral
"
Lumayan lah...Makanan B aja, harga standard ",Netral,Netral,Netral,Netral,Netral
"
Pelayanan cepat dan ramah  ",Netral,Netral,Positif,Netral,Netral
"
Mie Bangladesh nya, mantapppp... ",Positif,Netral,Netral,Netral,Netral
"
Menu nya enak. ",Positif,Netral,Netral,Netral,Netral
"
Tempat luas, makanan enak, dominan makanan berbahan dasar indomie, pengunjung ramai dan banyak cewek cewek cantiq pengunjungnya ",Positif,Netral,Netral,Positif,Netral
"
Mantap pelayanan cepat dan makanan enak ",Positif,Netral,Positif,Netral,Netral
"
Indomie ter enak dimedan, tempat favorite saya kalau pulang kampung ",Positif,Netral,Netral,Positif,Netral
"
Kombinasi mie bangladesh dan telur set matengnya, sempurnaa  ",Positif,Netral,Netral,Netral,Netral
"
Tempat enak harga terjangkau ",Netral,Netral,Netral,Positif,Positif
"
Lumayan harganya, cepat penyajiannya ",Netral,Netral,Positif,Netral,Positif
"
Mie jemek nya enak,tempatnya bersih ",Positif,Netral,Positif,Positif,Netral
"
Biasa sj ",Netral,Netral,Netral,Netral,Netral
"
Indomie becek nyaaaa, maknyusss.. ",Positif,Netral,Netral,Netral,Netral
"
Sangat nikmat, indomie bangladesh (indomie telur rempah) pedas ",Positif,Netral,Netral,Netral,Netral
"
Mie Bangladesh nya top markotop ",Positif,Netral,Netral,Netral,Netral
"
Murah meriah lagi enak ",Positif,Netral,Netral,Netral,Positif
"
Baik, dalam pelayanan dan menu makanan yang baik. ",Positif,Netral,Positif,Netral,Netral
"
Enak mie bangladesh tapi ramai bener orangnya ",Positif,Netral,Positif,Netral,Netral
"
Makanannya enak dn tempatnya nyaman ",Positif,Netral,Netral,Positif,Netral
"
Mie kuahnya mantap ",Positif,Netral,Netral,Netral,Netral
"
Makanan nya enak pelayanan baik ",Positif,Netral,Positif,Netral,Netral
"
Selalu rame, mie nya tetap enak. ",Positif,Netral,Netral,Positif,Netral
"
Lokasinya bagus dan nyaman..pelayanan cepat dan ramah ",Netral,Netral,Positif,Positif,Netral
"
Tempat nongkrong anak muda yang murah meriah ",Netral,Netral,Netral,Positif,Positif
"
Enak kali mienya, wajib coba lah.. ",Positif,Netral,Netral,Netral,Netral
"
Makan enak dompet bersahabat ",Positif,Netral,Netral,Netral,Positif
"
Indomie paling enak ! Wajib coba kalau ke medan ",Positif,Netral,Netral,Positif,Netral
"
Anjir enak banget mie nyaSumpah ",Positif,Netral,Netral,Netral,Netral
"
Makanan ny enak sekali ",Positif,Netral,Netral,Netral,Netral
"
Bangladesh ny gk ada obat ",Positif,Netral,Netral,Netral,Netral
"Rasanya biasa saja lebih ke asin micin dan garam ketimbang rempahnya. Kalau kesini keingat seperti nasi goreng kambing kebon sirih, rasa dan harga jadi kurang sebanding menurut saya.",Negatif,Netral,Negatif,Netral,Negatif
"Minta nya telor setengah Mateng, tapi dikasih telor dadar. Minta acar lebih pun gak dikasih. Lain kali pesenan orang itu di perhatikan mas. Tolong di perhatikan, jadi kesel jadi nya gak sesuai pesenan. Kalo tadi rame gak masalah. Ini kebetulan pas saya beli sunyi, cuma aku yang dilayani. Bisa bisa nya salah.",Negatif,Netral,Negatif,Netral,Negatif
"Enak tapi kata saya sih overrated, liat di TikTok katanya ENAK BGT tapi ya enak aja, harga ok, pelayanan ok!!",Positif,Netral,Netral,Netral,Netral
Cita rasa nasi goreng yang baru bagi saya. Rasanya enak. Ada telur dan potongan dagingnya. Pelayanan cepat meski banyak pengunjung. Tempat wajib berkunjung jika ke Medan.,Positif,Netral,Positif,Positif,Netral
"Makanan legend, cuma joroknya ga pernah diperbaiki??",Negatif,Netral,Netral,Netral,Netral
Salah satu pilihan kuliner malam di Medan. Saya berkunjung pada bulan Juni 2023. Yang saya sukai: Nasi goreng ala Street food karena berada di pelataran gedung juang. Buka mulai sore sampai malam. Pagi tutup dan tidak menghalangi aktivitas gedung.,Positif,Netral,Netral,Positif,Netral
"Nasi goreng normal. Enak tapi tidak terlalu wah, rating 8.3/10",Positif,Netral,Netral,Netral,Netral
"Lokasi: terletak di jalan pemuda dan langsung kelihatan dari jalan. Tempat: untuk ukuran warung nasi goreng tempatnya cukup nyaman, kursinya lumayan banyak. Cukup bersih.",Netral,Netral,Netral,Positif,Netral
"Rasa nasi gorengnya kurang nendang, mie tiaw telurnya mantap, pelayanan ramah, suasana kurang nyaman banyak pengamen dan pedagang yang masih bocil seperti memaksa untuk beli, bolak balik datang terus.",Negatif,Netral,Positif,Negatif,Netral
"Lokasi nya dipinggir jalan besar dan bukanya sore hari, spesial disini Nasi goreng dengan topping daging sapi dan ayam semurnya bisa request telur matasapi setengah masak ditambah dengan acarnya yang bebas ambil. Salah satu kuliner nasi.",Positif,Netral,Netral,Positif,Netral
"Mulai buka dari jam 5, meskipun tempatnya di pinggir jalan tapi kalo udah malam pasti selalu rame, recommended nasi goreng sapinya sih best! Potongan dagingnya juga ga pelit, acarnya juga bersahabat dikasih banyak banget, boleh minta.",Positif,Netral,Netral,Positif,Netral
"Selalu ramai pengunjung, tempatnya luas. Soal rasa ke selera masing-masing tapi paling suka dagingnya kalau kesini.",Positif,Netral,Netral,Netral,Netral
"Nasi goreng yang sudah terkenal di Medan, selalu rame kalo kesini, untung tempatnya juga cukup luas dan petugasnya sigap melayani pelanggan yang datang jadi ga lama nunggu makanan...",Positif,Netral,Netral,Positif,Netral
Diskusi dari teman-teman yang makan bareng disini berkesimpulan makanannya tidak istimewa malah cenderung biasa-biasa saja sementara harga juga tidak tergolong murah ataupun mahal.,Negatif,Netral,Netral,Netral,Netral
"Nasi gorengnya emang mantap, rasanya biasa aja, tapi dagingnya lumayan enak dan empuk, untuk harganya juga lumayan murah, memang street food yang harus kalian coba. Saya datang malam Minggu makanannya sampai cukup cepat, padahal yang makan.",Positif,Netral,Netral,Netral,Netral
"Akhirnya kesampaian juga nyobain nasgor yang selama ini cuma bisa dilihat di Youtube. Opini jujur, rasa nasgornya standar lah tapi pilihan topping lauk variatif dan.",Positif,Netral,Netral,Netral,Netral
"Nasi goreng khas Medan, salah satunya nasi goreng pemuda ini. Dengan potongan daging dan telur. Saya suka es timun dan es jeruknya. Servis gercep dan oke banget, suasana juga seru, cuma ada adik-adik penjual pancake durian yang memaksa membeli, jadi sedikit tidak nyaman. Seporsi harganya 17k-25k.",Positif,Netral,Positif,Positif,Netral
"Harga nasi gorengnya termasuk murah untuk kalangan yang viral. Hanya 15 ribu seporsi, nasinya ga ngepal dan pedas. Minus kalau malam nunggunya lama soalnya banyak pelanggan si. So far tempat ini masih terjangkau dan takjub semalam bisa beribu porsi habis.",Positif,Netral,Netral,Negatif,Netral
"Enak, cuma tuh aneh aja rasaku. Lebih banyak porsi take away atau GoFood dari pada dine in wkwk. Trus rasanya tuh ga nentu. Kadang enak kadang b aja.",Netral,Netral,Netral,Netral,Netral
"Saya senang sama Pak Haji (yang punya nasi goreng pemuda), orang nya ramah, mudah senyum dan juga baik sama driver ojol terutama sama driver Shopee Food.",Positif,Netral,Positif,Netral,Netral
"Salah satu resto nasi goreng yang terkenal di kota medan, soal rasa jangan di tanya lagi, sudah pasti enak dan bikin kenyang, klo harga, cukup terjangkau untuk semua org dan kalangan, pelayanannya juga cepat, baik dan ramah... Area parkir.",Positif,Netral,Positif,Positif,Netral
"Nasi goreng sangat enak, murah, dan tidak banyak lemak. Layanan cukup cepat. Suasana pun dingin dan nyaman.",Positif,Netral,Positif,Positif,Netral
"Pertama kali ke Medan trus mampir ke sini. Untuk pelayanan nya bagus, ramah. Cuma untuk makanan nya (nasi goreng & kwetiaw) rasanya kurang. Sate kerang nya enakkk banget.",Positif,Netral,Positif,Netral,Netral
"Makan malam yang sempat cukup hit, lokasi pas pinggir jalan yang buat rame. Apalagi nasi goreng yang sekali buat langsung banyak.",Positif,Netral,Netral,Positif,Netral
"Nice taste. Dagingnya lembut, ada menu sampingan, sate kerang, alternatif tengah malam ngisi perut. Tersedia menu telur bisa sesuai pesanan. Porsinya rada minimalis. Sedikit flat, dan poor planting.",Positif,Netral,Netral,Netral,Netral
"Pesan di GoFood, sangat cepat, makanan datang dikemas daun pisang dan kertas minyak, kondisi makanan masih hangat, rasa makanan oke, gurih, tidak terlalu pedas, namun topping daging yang diberi tidak begitu banyak, malah lebih banyak bawang merahnya, telor oke, porsi jumbonya banyak sekali, oke.",Positif,Netral,Positif,Netral,Netral
"Warungnya cukup ramai pengunjung, untuk rasa enak di lidahku dengan harga murah bisa dapat nasi goreng pakai daging sapi, jus nya juga gak encer guys.",Positif,Netral,Netral,Netral,Netral
Katanya kalau ke Medan harus coba nasi goreng legenda ini. Overall enak. Sate kerangnya enak. Peyeknya enak juga. Acarnya fine.,Positif,Netral,Netral,Netral,Netral
"Nasinya biasa saja, cuma menang nama saja, pelayanannya pun tidak sesuai, saya harus menunggu lama baru di layani.",Negatif,Netral,Negatif,Netral,Netral
"Pertama kali makan disini bersama kawan-kawan komunitas. Masakan yang enak dan ramai sehingga menjadi bukti rasa memang lezat. Kemudian datang kesini lagi masih dengan teman-teman. Namun, selanjutnya datang lagi bersama seseorang yang.",Positif,Netral,Positif,Positif,Netral
"Nyobain Nasgor Pemuda gara-gara review youtube, ternyata untuk rasa masih di bawah ekspektasi, tempatnya sih rame trus, mungkin emang selera warga lokal, udah sih itu aja.",Negatif,Netral,Netral,Positif,Netral
